"ANNEE";"SEXE";"AGE";"POP"
"2026";"F";"31";377730
"2026";"F";"32";381324
"2026";"F";"33";401438
"2026";"F";"34";409560
"2026";"F";"35";420331
"2026";"F";"36";426844
"2026";"F";"37";432809
"2026";"F";"38";433776
"2026";"F";"39";440473
"2026";"F";"40";438105
"2026";"F";"41";431829
"2026";"F";"42";424372
"2026";"F";"43";445874
"2026";"F";"44";447619
"2026";"F";"45";450951
"2026";"F";"46";424755
"2026";"F";"47";412860
"2026";"F";"48";412131
"2026";"F";"49";401357
"2026";"F";"50";411661
"2026";"F";"51";431090
"2026";"F";"52";454406
"2026";"F";"53";461518
"2026";"F";"54";458693
"2026";"F";"55";449166
"2026";"F";"56";443849
"2026";"F";"57";440739
"2026";"F";"58";438098
"2026";"F";"59";449191
"2026";"F";"60";450009
"2026";"F";"61";455145
"2026";"F";"62";448872
"2026";"F";"63";432985
"2026";"F";"64";432932
"2026";"F";"65";430949
"2026";"F";"66";427111
"2026";"F";"67";418282
"2026";"F";"68";414048
"2026";"F";"69";410302
"2026";"F";"70";405493
"2026";"F";"71";400638
"2026";"F";"72";390719
"2026";"F";"73";393650
"2026";"F";"74";380612
"2026";"F";"75";389803
"2026";"F";"76";380309
"2026";"F";"77";375149
"2026";"F";"78";363110
"2026";"F";"79";339148
"2026";"F";"80";253883
"2026";"F";"81";242968
"2026";"F";"82";231655
"2026";"F";"83";209705
"2026";"F";"84";182158
"2026";"F";"85";183626
"2026";"F";"86";185742
"2026";"F";"87";172980
"2026";"F";"88";160854
"2026";"F";"89";150081
"2026";"F";"90";134693
"2026";"F";"91";123078
"2026";"F";"92";104630
"2026";"F";"93";93331
"2026";"F";"94";76498
"2026";"F";"95";63099
"2026";"F";"96";46726
"2026";"F";"97";36411
"2026";"F";"98";26640
"2026";"F";"99";57752
"2027";"M";"0";353639
"2027";"M";"1";353337
"2027";"M";"2";353646
"2027";"M";"3";354873
"2027";"M";"4";356153
"2027";"M";"5";358267
"2027";"M";"6";366822
"2027";"M";"7";379444
"2027";"M";"8";386851
"2027";"M";"9";395422
"2027";"M";"10";406496
"2027";"M";"11";417298
"2027";"M";"12";427254
"2027";"M";"13";432564
"2027";"M";"14";442724
"2027";"M";"15";444612
"2027";"M";"16";455277
"2027";"M";"17";448367
"2027";"M";"18";447031
"2027";"M";"19";433725
"2027";"M";"20";431075
"2027";"M";"21";414306
"2027";"M";"22";403385
"2027";"M";"23";392580
"2027";"M";"24";388844
"2027";"M";"25";391386
"2027";"M";"26";396103
"2027";"M";"27";372262
"2027";"M";"28";370048
"2027";"M";"29";362233
"2027";"M";"30";368519
"2027";"M";"31";368906
"2027";"M";"32";361660
"2027";"M";"33";365608
"2027";"M";"34";383430
"2027";"M";"35";392450
"2027";"M";"36";401940
"2027";"M";"37";401156
"2027";"M";"38";406837
"2027";"M";"39";405945
"2027";"M";"40";411006
"2027";"M";"41";408996
"2027";"M";"42";404788
"2027";"M";"43";398317
"2027";"M";"44";421421
"2027";"M";"45";424611
"2027";"M";"46";427643
"2027";"M";"47";404245
"2027";"M";"48";396257
"2027";"M";"49";397642
